txn_id,customer_id,txn_date,amount,category,payment,true_segment
168,13,2024-12-30,1523.76,Clothing,Wallet,loyal
169,13,2024-12-26,975.66,Grocery,Card,loyal
170,13,2024-12-24,1497.79,Electronics,Card,loyal
171,13,2024-11-27,1333.68,Electronics,Cash,loyal
172,13,2024-11-07,1407.01,Beauty,Cash,loyal
173,14,2024-12-02,1603.95,Clothing,UPI,loyal
174,14,2024-12-22,1153.32,Beauty,UPI,loyal
175,14,2024-12-27,998.05,Grocery,UPI,loyal
176,14,2024-11-13,663.28,Sports,Wallet,loyal
177,14,2024-12-02,1058.05,Sports,Wallet,loyal
178,14,2024-12-30,1473.25,Electronics,UPI,loyal
179,14,2024-11-30,764.25,Beauty,UPI,loyal
180,14,2024-12-24,634.01,Clothing,Card,loyal
181,14,2024-12-18,720.39,Grocery,Card,loyal
182,14,2024-12-30,1391.23,Electronics,UPI,loyal
183,14,2024-12-26,604.8,Beauty,UPI,loyal
184,14,2024-12-23,741.01,Electronics,Card,loyal
185,14,2024-12-20,691.62,Sports,UPI,loyal
186,14,2024-12-30,1568.69,Clothing,Card,loyal
187,14,2024-11-13,1418.31,Beauty,UPI,loyal
188,14,2024-12-22,1013.46,Grocery,UPI,loyal
189,14,2024-12-04,890.6,Beauty,Cash,loyal
190,14,2024-12-02,945.71,Sports,Wallet,loyal
191,14,2024-11-22,1000.13,Electronics,Card,loyal
192,14,2024-12-25,1235.22,Electronics,UPI,loyal
193,14,2024-12-30,1242.51,Sports,UPI,loyal
194,15,2024-12-23,661.6,Grocery,Card,loyal
195,15,2024-12-29,1424.02,Beauty,Cash,loyal
196,15,2024-12-20,779.93,Beauty,Wallet,loyal
197,15,2024-12-28,885.12,Grocery,Card,loyal
198,15,2024-12-26,1790.69,Clothing,UPI,loyal
199,15,2024-12-19,1634.14,Grocery,Wallet,loyal
200,15,2024-11-17,718.57,Sports,Wallet,loyal
201,15,2024-11-03,1946.16,Sports,UPI,loyal
202,15,2024-12-30,1932.26,Sports,Card,loyal
203,15,2024-12-12,1313.94,Sports,UPI,loyal
204,15,2024-12-22,1197.19,Beauty,Card,loyal
205,15,2024-12-21,1864.12,Beauty,Card,loyal
206,15,2024-12-30,1726.2,Grocery,Card,loyal
207,15,2024-12-30,1243.34,Clothing,Card,loyal
208,15,2024-12-11,904.26,Clothing,Cash,loyal
209,15,2024-12-15,1470.02,Sports,UPI,loyal
210,15,2024-12-29,1846.31,Electronics,UPI,loyal
211,15,2024-12-20,838.03,Beauty,UPI,loyal
212,15,2024-12-28,1645.3,Beauty,Wallet,loyal
213,15,2024-12-20,1782.84,Sports,UPI,loyal
214,15,2024-12-30,1046.91,Beauty,UPI,loyal
215,15,2024-11-29,1129.65,Electronics,Cash,loyal
216,15,2024-12-26,1281.66,Clothing,Card,loyal
217,16,2024-12-29,5827.12,Electronics,UPI,champion
218,16,2024-12-29,5039.28,Beauty,UPI,champion
219,16,2024-12-23,5666.5,Electronics,Cash,champion
220,16,2024-12-30,4799.99,Beauty,Card,champion
221,16,2024-12-30,5740.15,Grocery,UPI,champion
222,16,2024-12-29,5159.44,Clothing,Card,champion
223,16,2024-12-25,2251.5,Sports,Card,champion
224,16,2024-12-28,5019.54,Electronics,UPI,champion
225,16,2024-12-30,6444.4,Beauty,UPI,champion
226,16,2024-12-27,5327.37,Sports,UPI,champion
227,16,2024-12-29,2183.36,Beauty,UPI,champion
228,16,2024-12-29,3252.1,Beauty,UPI,champion
229,16,2024-12-30,3436.0,Sports,Card,champion
230,16,2024-12-30,6244.04,Grocery,Card,champion
231,16,2024-12-29,2543.09,Sports,Card,champion
232,16,2024-12-29,2870.44,Clothing,UPI,champion
233,16,2024-12-30,2421.8,Electronics,UPI,champion
234,16,2024-12-30,4864.19,Sports,Card,champion
235,16,2024-12-30,4447.39,Grocery,Card,champion
236,16,2024-12-27,3975.72,Grocery,UPI,champion
237,16,2024-12-27,2873.23,Electronics,Card,champion
238,16,2024-12-28,4404.87,Sports,Card,champion
239,16,2024-12-30,2730.67,Grocery,UPI,champion
240,16,2024-12-30,3680.73,Electronics,Card,champion
241,16,2024-12-28,3272.64,Sports,UPI,champion
242,16,2024-12-30,6134.6,Beauty,UPI,champion
243,16,2024-12-10,5681.84,Clothing,UPI,champion
244,16,2024-12-25,5120.94,Beauty,Card,champion
245,16,2024-12-30,3385.19,Sports,UPI,champion
246,16,2024-12-30,5791.89,Clothing,UPI,champion
247,17,2024-12-25,5227.36,Grocery,Wallet,champion
248,17,2024-12-30,6298.45,Electronics,Wallet,champion
249,17,2024-12-30,5910.01,Electronics,Wallet,champion
250,17,2024-12-25,11504.19,Clothing,Wallet,champion
251,17,2024-12-30,7074.69,Sports,Card,champion
252,17,2024-12-30,10663.2,Electronics,UPI,champion
253,17,2024-12-26,11550.14,Clothing,UPI,champion
254,17,2024-12-23,11277.55,Sports,UPI,champion
255,17,2024-12-27,4348.14,Sports,Card,champion
256,17,2024-12-22,6994.79,Clothing,Card,champion
257,17,2024-12-28,5058.35,Grocery,Card,champion
258,17,2024-12-29,8030.26,Grocery,UPI,champion
259,17,2024-12-30,8173.58,Sports,UPI,champion
260,17,2024-12-30,10571.75,Grocery,UPI,champion
261,17,2024-12-30,6406.94,Sports,UPI,champion
262,17,2024-12-30,6905.95,Electronics,Wallet,champion
263,17,2024-12-25,8690.26,Sports,Card,champion
264,17,2024-12-29,7229.18,Clothing,UPI,champion
265,17,2024-12-30,4064.53,Beauty,UPI,champion
266,17,2024-12-30,10433.75,Electronics,Wallet,champion
267,17,2024-12-25,8061.15,Beauty,Card,champion
268,17,2024-12-30,10608.01,Grocery,Card,champion
269,17,2024-12-30,6850.93,Electronics,Wallet,champion
270,17,2024-12-07,10047.18,Beauty,UPI,champion
271,17,2024-12-26,4967.74,Electronics,Card,champion
272,17,2024-12-28,4374.38,Clothing,UPI,champion
273,17,2024-12-30,4416.71,Beauty,Card,champion
274,17,2024-12-27,4440.01,Beauty,UPI,champion
275,17,2024-12-29,4333.88,Grocery,Wallet,champion
276,17,2024-12-29,5691.65,Sports,Card,champion
277,17,2024-12-30,6864.55,Beauty,Wallet,champion
278,18,2024-09-02,875.69,Grocery,UPI,at_risk
279,18,2024-12-17,672.08,Grocery,Card,at_risk
280,18,2024-12-28,609.54,Sports,UPI,at_risk
281,18,2024-10-13,877.38,Beauty,Cash,at_risk
282,18,2024-08-04,501.76,Electronics,UPI,at_risk
283,18,2024-09-30,788.05,Grocery,UPI,at_risk
284,18,2024-06-07,732.45,Beauty,UPI,at_risk
285,18,2024-12-23,805.93,Electronics,Card,at_risk
286,19,2024-12-13,108.17,Sports,UPI,lost
287,20,2024-12-27,3048.15,Beauty,UPI,champion
288,20,2024-12-28,2120.86,Beauty,Card,champion
289,20,2024-12-24,4838.36,Electronics,Wallet,champion
290,20,2024-12-28,4922.1,Electronics,UPI,champion
291,20,2024-12-28,3614.84,Sports,Wallet,champion
292,20,2024-12-27,3110.2,Grocery,Wallet,champion
293,20,2024-12-30,4320.91,Sports,Card,champion
294,20,2024-12-26,3567.26,Sports,UPI,champion
295,20,2024-12-30,2510.36,Electronics,UPI,champion
296,20,2024-12-30,4908.29,Grocery,UPI,champion
297,20,2024-12-30,3651.72,Clothing,Card,champion
298,20,2024-12-19,2796.71,Beauty,UPI,champion
299,20,2024-12-30,3604.58,Clothing,UPI,champion
300,20,2024-12-30,4007.4,Grocery,Cash,champion
301,20,2024-12-29,1961.96,Sports,Card,champion
302,20,2024-12-28,4716.56,Electronics,UPI,champion
303,20,2024-12-27,5039.78,Beauty,UPI,champion
304,20,2024-12-29,2655.72,Grocery,Card,champion
305,20,2024-12-22,2948.92,Electronics,UPI,champion
306,20,2024-12-30,2774.72,Clothing,UPI,champion
307,20,2024-12-30,1788.45,Grocery,Card,champion
308,20,2024-12-29,3729.82,Electronics,UPI,champion
309,20,2024-12-30,2316.41,Clothing,UPI,champion
310,20,2024-12-29,4927.41,Electronics,Card,champion
311,20,2024-12-28,3738.65,Electronics,Card,champion
312,20,2024-12-30,3065.08,Sports,UPI,champion
313,20,2024-12-26,3355.27,Electronics,UPI,champion
314,20,2024-12-30,2252.27,Beauty,Card,champion
315,20,2024-12-26,4548.14,Sports,UPI,champion
316,20,2024-12-27,2804.61,Grocery,UPI,champion
317,20,2024-12-28,4792.33,Sports,UPI,champion
318,20,2024-12-30,4485.64,Electronics,UPI,champion
319,20,2024-12-28,2990.95,Clothing,Cash,champion
320,20,2024-12-30,3358.56,Grocery,Card,champion
321,20,2024-12-30,3729.72,Sports,Card,champion
322,21,2024-12-30,3664.47,Grocery,Card,loyal
323,21,2024-12-07,3595.3,Grocery,UPI,loyal
324,21,2024-11-30,4309.41,Grocery,Cash,loyal
325,21,2024-12-23,4192.65,Electronics,Wallet,loyal
326,21,2024-12-30,4098.5,Sports,Wallet,loyal
327,21,2024-12-12,3463.63,Clothing,Card,loyal
328,21,2024-12-24,2189.81,Clothing,Wallet,loyal
329,21,2024-12-18,2653.23,Sports,Card,loyal
330,21,2024-11-23,4213.31,Clothing,UPI,loyal
331,21,2024-12-27,3123.06,Electronics,UPI,loyal
332,22,2024-12-11,1977.25,Beauty,Wallet,loyal
333,22,2024-12-21,1519.44,Clothing,Card,loyal
334,22,2024-12-26,1787.98,Grocery,UPI,loyal
335,22,2024-12-19,2906.61,Clothing,UPI,loyal
336,22,2024-12-29,2155.38,Electronics,Cash,loyal
337,22,2024-12-07,1909.8,Sports,Cash,loyal
338,22,2024-12-21,3188.51,Clothing,UPI,loyal
339,22,2024-12-19,3450.33,Beauty,UPI,loyal
340,22,2024-12-07,1487.16,Beauty,UPI,loyal
341,22,2024-11-27,3919.78,Grocery,UPI,loyal
342,23,2024-12-05,1072.36,Grocery,Cash,at_risk
343,23,2024-12-22,1021.08,Sports,UPI,at_risk
344,23,2024-09-27,975.18,Electronics,UPI,at_risk
345,23,2024-12-20,1008.93,Electronics,Wallet,at_risk
346,23,2024-03-10,1100.47,Clothing,UPI,at_risk
347,23,2024-11-30,431.37,Grocery,UPI,at_risk
348,23,2024-08-27,743.65,Electronics,Card,at_risk
349,23,2024-10-23,974.09,Beauty,Cash,at_risk
350,23,2024-12-25,1182.92,Electronics,UPI,at_risk
351,23,2024-08-17,874.56,Beauty,UPI,at_risk
352,24,2024-12-25,947.87,Grocery,Card,loyal
353,24,2024-12-03,821.92,Clothing,Card,loyal
354,24,2024-12-28,783.51,Clothing,Cash,loyal
355,24,2024-12-20,513.94,Electronics,Wallet,loyal
356,24,2024-12-22,956.84,Beauty,UPI,loyal
357,24,2024-12-30,620.37,Sports,Card,loyal
358,24,2024-12-25,599.97,Clothing,Cash,loyal
359,24,2024-12-17,1171.12,Clothing,Wallet,loyal
360,24,2024-12-23,539.74,Clothing,Cash,loyal
361,24,2024-12-15,641.76,Grocery,UPI,loyal
362,24,2024-12-22,1187.31,Grocery,Cash,loyal
363,24,2024-12-25,1216.12,Grocery,Card,loyal
364,24,2024-12-11,1194.0,Beauty,Cash,loyal
365,24,2024-11-08,481.34,Beauty,UPI,loyal
366,24,2024-12-13,744.11,Electronics,Wallet,loyal
367,24,2024-12-29,1036.76,Clothing,Wallet,loyal
368,24,2024-12-30,1137.04,Grocery,Wallet,loyal
369,24,2024-12-09,809.42,Electronics,UPI,loyal
370,24,2024-12-30,797.35,Grocery,UPI,loyal
371,24,2024-12-15,765.38,Clothing,UPI,loyal
372,24,2024-11-30,710.75,Beauty,UPI,loyal
373,24,2024-12-22,785.32,Sports,UPI,loyal
374,24,2024-12-20,466.23,Beauty,Card,loyal
375,24,2024-11-24,543.86,Electronics,Card,loyal
376,25,2024-12-05,998.78,Clothing,Card,at_risk
377,25,2024-11-04,506.74,Clothing,Cash,at_risk
378,25,2024-11-13,618.73,Beauty,UPI,at_risk
379,25,2024-03-11,1062.84,Clothing,Wallet,at_risk
380,25,2024-10-11,832.92,Clothing,UPI,at_risk
381,26,2024-12-28,989.82,Sports,UPI,loyal
382,26,2024-12-24,1939.31,Sports,UPI,loyal
383,26,2024-12-29,1825.63,Sports,UPI,loyal
384,26,2024-11-23,2022.87,Beauty,Card,loyal
385,26,2024-11-17,2622.76,Beauty,UPI,loyal
386,26,2024-12-19,1284.46,Grocery,Card,loyal
387,26,2024-12-12,2352.7,Electronics,UPI,loyal
388,26,2024-12-18,1897.49,Grocery,Card,loyal
389,26,2024-12-14,954.54,Beauty,UPI,loyal
390,26,2024-12-26,1573.18,Electronics,Wallet,loyal
391,26,2024-11-30,1800.42,Sports,Card,loyal
392,26,2024-12-26,2553.78,Sports,UPI,loyal
393,26,2024-12-29,1439.79,Electronics,Card,loyal
394,26,2024-12-25,1820.9,Clothing,Card,loyal
395,27,2024-12-27,1314.45,Electronics,Card,loyal
396,27,2024-12-30,1830.11,Clothing,UPI,loyal
397,27,2024-12-30,2418.27,Clothing,Card,loyal
398,27,2024-12-22,2236.65,Clothing,Card,loyal
399,27,2024-12-24,2536.09,Clothing,Wallet,loyal
400,27,2024-12-09,2467.02,Electronics,Card,loyal
401,27,2024-11-29,1967.08,Grocery,Card,loyal
402,27,2024-11-30,2205.37,Beauty,UPI,loyal
403,27,2024-11-26,1134.55,Clothing,Card,loyal
404,27,2024-12-29,1314.84,Electronics,UPI,loyal
405,27,2024-12-05,1383.21,Clothing,UPI,loyal
406,27,2024-12-18,2687.98,Electronics,Card,loyal
407,28,2024-12-22,916.37,Sports,UPI,at_risk
408,28,2024-11-16,464.0,Grocery,Card,at_risk
409,28,2024-11-06,671.69,Electronics,UPI,at_risk
410,28,2024-08-02,736.88,Beauty,Wallet,at_risk
411,28,2024-08-26,860.94,Sports,Card,at_risk
412,28,2024-10-11,444.13,Clothing,UPI,at_risk
413,28,2024-12-19,903.56,Grocery,UPI,at_risk
414,28,2024-08-09,938.0,Electronics,Cash,at_risk
415,28,2024-11-25,939.83,Clothing,Cash,at_risk
416,28,2024-12-30,949.22,Electronics,UPI,at_risk
417,28,2024-11-18,611.94,Clothing,Wallet,at_risk
418,29,2024-12-30,8403.2,Clothing,UPI,champion
419,29,2024-12-29,11088.26,Sports,Card,champion
420,29,2024-12-30,9798.72,Grocery,Wallet,champion
421,29,2024-12-30,5919.37,Grocery,UPI,champion
422,29,2024-12-27,4595.09,Sports,UPI,champion
423,29,2024-12-29,6015.01,Sports,UPI,champion
424,29,2024-12-27,6297.72,Clothing,UPI,champion
425,29,2024-12-30,7909.5,Electronics,Card,champion
426,29,2024-12-30,9267.17,Sports,Card,champion
427,29,2024-12-28,10436.17,Sports,Card,champion
428,29,2024-12-29,7666.59,Grocery,Cash,champion
429,29,2024-12-28,4117.75,Clothing,UPI,champion
430,29,2024-12-30,7108.81,Clothing,Card,champion
431,29,2024-12-21,4860.4,Beauty,UPI,champion
432,29,2024-12-29,5434.07,Clothing,UPI,champion
433,29,2024-12-30,5511.52,Sports,Card,champion
434,29,2024-12-28,5166.64,Electronics,UPI,champion
435,29,2024-12-28,8963.54,Clothing,UPI,champion
436,29,2024-12-30,8692.62,Beauty,UPI,champion
437,29,2024-12-28,11402.87,Electronics,UPI,champion
438,29,2024-12-20,5927.22,Sports,Card,champion
439,29,2024-12-30,11173.25,Electronics,Card,champion
440,29,2024-12-30,10377.54,Electronics,UPI,champion
441,30,2024-12-27,5518.53,Clothing,UPI,champion
442,30,2024-12-28,4831.02,Clothing,UPI,champion
443,30,2024-12-28,3938.97,Grocery,UPI,champion
444,30,2024-12-24,6159.93,Sports,UPI,champion
445,30,2024-12-30,6546.48,Grocery,UPI,champion
446,30,2024-12-30,2914.23,Beauty,Cash,champion
447,30,2024-12-14,3246.37,Sports,Card,champion
448,30,2024-12-29,4306.07,Electronics,Card,champion
449,30,2024-12-30,7234.26,Beauty,Cash,champion
450,30,2024-12-28,7219.56,Sports,Wallet,champion
451,30,2024-12-22,3559.13,Grocery,Card,champion
452,30,2024-12-22,3180.76,Sports,Cash,champion
453,30,2024-12-25,5996.68,Grocery,UPI,champion
454,30,2024-12-29,4130.29,Grocery,Cash,champion
455,30,2024-12-26,4028.94,Electronics,Card,champion
456,30,2024-12-30,3229.43,Sports,UPI,champion
457,30,2024-12-30,3643.21,Grocery,Wallet,champion
458,30,2024-12-30,5494.89,Grocery,Wallet,champion
459,30,2024-12-29,5821.01,Electronics,UPI,champion
460,30,2024-12-21,2578.13,Clothing,Card,champion
461,30,2024-12-27,3477.79,Clothing,Card,champion
462,30,2024-12-30,3610.33,Electronics,UPI,champion
463,30,2024-12-24,2639.37,Electronics,UPI,champion
464,30,2024-12-29,5885.7,Beauty,UPI,champion
465,30,2024-12-30,5680.05,Sports,Card,champion
466,30,2024-12-30,2992.12,Beauty,UPI,champion
467,30,2024-12-28,3724.99,Grocery,Cash,champion
468,30,2024-12-28,2767.33,Beauty,Card,champion
469,30,2024-12-30,3302.63,Grocery,Wallet,champion
470,30,2024-12-30,5088.26,Grocery,UPI,champion
471,30,2024-12-30,5115.37,Sports,UPI,champion
472,30,2024-12-30,5274.49,Sports,UPI,champion
473,31,2024-12-01,1718.17,Sports,UPI,loyal
474,31,2024-12-20,702.74,Grocery,Card,loyal
475,31,2024-12-20,1853.76,Electronics,UPI,loyal
476,31,2024-12-29,1394.12,Electronics,UPI,loyal
477,31,2024-12-27,694.31,Sports,Card,loyal
478,31,2024-12-24,1969.56,Electronics,Card,loyal
479,31,2024-12-24,1800.78,Electronics,Card,loyal
480,31,2024-12-29,972.16,Clothing,UPI,loyal
481,31,2024-12-26,1727.76,Clothing,UPI,loyal
482,31,2024-12-11,1996.34,Sports,Card,loyal
483,31,2024-12-28,1488.48,Grocery,Card,loyal
484,31,2024-12-27,1146.95,Sports,Wallet,loyal
485,31,2024-12-11,1831.83,Beauty,Card,loyal
486,31,2024-12-15,942.9,Sports,UPI,loyal
487,31,2024-12-25,739.38,Sports,UPI,loyal
488,31,2024-12-24,819.74,Sports,Card,loyal
489,31,2024-12-28,1968.65,Clothing,Card,loyal
490,31,2024-12-29,1430.92,Beauty,UPI,loyal
491,31,2024-12-09,979.5,Electronics,Card,loyal
492,31,2024-12-02,1446.59,Grocery,Card,loyal
493,31,2024-12-23,1182.57,Electronics,Card,loyal
494,31,2024-12-30,1084.77,Sports,Wallet,loyal
495,31,2024-12-28,1482.89,Electronics,Cash,loyal
496,31,2024-12-25,702.81,Sports,UPI,loyal
